date_de_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
20040814,8,49,45,10,25,42
20040811,19,35,29,16,25,12
20040811,35,6,5,10,30,38
20040807,21,22,43,37,19,31
20040807,30,43,39,26,24,48
20040804,42,35,1,7,49,11
20040804,26,22,43,1,49,48
20040731,38,42,2,12,37,9
20040731,19,3,37,47,34,29
20040728,32,9,22,14,24,34
20040728,35,23,45,40,2,32
20040724,34,1,11,4,10,5
20040724,22,31,6,1,20,49
20040721,17,46,19,40,35,26
20040721,34,19,29,36,45,39
20040717,32,11,47,35,36,40
20040717,26,11,18,13,31,33
20040714,10,29,32,25,26,40
20040714,14,34,5,12,29,16
20040710,44,33,15,5,27,39
20040710,29,6,33,36,12,39
20040707,29,38,10,12,45,3
20040707,46,8,6,32,36,9
20040703,2,45,44,9,15,30
20040703,33,43,30,45,12,18
20040630,1,16,38,42,29,2
20040630,4,44,47,22,20,38
20040626,37,38,33,7,27,2
20040626,1,46,22,9,39,42
20040623,5,40,2,3,7,34
20040623,13,9,10,4,15,32
20040619,20,21,40,28,19,35
20040619,41,27,44,46,12,26
20040616,43,31,6,15,11,34
20040616,16,41,21,34,13,12
20040612,21,39,19,10,17,43
20040612,4,6,43,46,45,38
20040609,3,21,35,41,43,36
20040609,31,18,23,32,9,8
20040605,46,41,38,47,43,48
20040605,43,24,20,35,38,14
20040602,7,47,14,45,8,35
20040602,41,34,8,7,42,36
20040529,23,9,44,17,5,11
20040529,10,20,43,26,46,41
20040526,38,14,2,34,22,5
20040526,36,13,8,15,34,49
20040522,26,39,7,19,8,13
20040522,9,23,20,11,27,16
20040519,48,35,42,14,36,32
20040519,47,2,43,12,22,19
20040515,17,30,27,14,16,1
20040515,21,29,25,20,39,16
20040512,26,16,24,31,38,25
20040512,5,27,30,45,44,3
20040508,18,12,23,36,44,41
20040508,13,16,31,25,4,37
20040505,3,47,43,23,14,38
20040505,34,32,15,22,31,8
20040501,40,25,46,30,39,34
20040501,17,18,11,16,48,6
20040428,1,45,36,21,48,15
20040428,31,14,43,25,6,10
20040424,9,24,16,43,30,3
20040424,47,44,24,29,45,10
20040421,4,36,42,28,41,20
20040421,25,6,39,45,15,9
20040417,43,5,20,47,34,6
20040417,32,3,43,20,21,44
20040414,21,34,29,38,13,15
20040414,38,43,4,44,35,32
20040410,14,30,48,31,13,27
20040410,38,20,27,48,29,21
20040407,36,29,21,2,24,28
20040407,11,32,25,33,1,16
20040403,26,13,22,21,36,48
20040403,15,31,33,5,14,35
20040331,7,26,29,48,16,5
20040331,40,13,19,45,46,23
20040327,4,28,30,42,43,36
20040327,12,44,2,37,45,35
20040324,27,33,43,12,5,1
20040324,3,44,14,38,34,25
20040320,5,25,15,44,38,14
20040320,37,20,38,36,30,11
20040317,28,3,49,19,48,37
20040317,30,37,31,6,38,29
20040313,49,38,14,29,5,13
20040313,46,26,30,34,37,8
20040310,19,21,37,36,3,6
20040310,8,22,6,26,42,10
20040306,38,8,35,46,18,12
20040306,16,44,24,39,25,32
20040303,34,36,44,10,18,47
20040303,33,27,44,45,47,1
20040228,7,32,43,38,21,6
20040228,23,18,47,39,33,42
20040225,21,14,37,18,43,29
20040225,28,13,18,19,41,46
20040221,25,44,7,9,37,41
20040221,20,3,18,24,28,7
20040218,35,49,17,1,37,5
20040218,12,5,35,43,23,13
20040214,44,9,5,2,10,29
20040214,11,30,12,32,44,24
20040211,47,32,48,36,44,27
20040211,23,47,10,45,24,20
20040207,34,1,29,40,22,5
20040207,8,2,27,48,15,33
20040204,45,13,8,33,7,42
20040204,13,40,17,32,21,47
20040131,12,43,20,10,26,35
20040131,33,25,20,39,13,46
20040128,39,47,16,27,44,37
20040128,21,43,4,3,31,39
20040124,12,18,46,8,28,31
20040124,5,8,2,42,40,20
20040121,28,21,19,25,15,34
20040121,8,19,28,21,36,12
20040117,29,44,32,36,31,20
20040117,43,45,20,29,15,38
20040114,18,6,40,48,12,10
20040114,33,38,11,14,32,25
20040110,38,12,26,32,6,19
20040110,23,32,18,21,15,4
20040107,42,21,8,20,45,15
20040107,28,3,13,4,47,27
20040103,13,17,3,49,43,44
20040103,16,38,3,43,18,39
20031231,5,34,16,47,30,27
20031231,26,11,24,32,46,38
20031227,43,9,36,2,22,47
20031227,17,11,33,32,37,28
20031224,30,27,38,19,13,10
20031224,35,19,40,37,34,13
20031220,48,19,21,40,49,11
20031220,26,48,14,39,28,31
20031217,49,39,23,22,9,47
20031217,32,18,4,19,31,8
20031213,23,12,22,46,16,3
20031213,29,28,26,38,47,37
20031210,2,19,5,32,11,3
20031210,17,25,5,41,48,37
20031206,46,9,10,31,32,15
20031206,40,16,20,6,30,7
20031203,30,16,19,39,34,27
20031203,33,32,37,9,1,3
20031129,39,21,43,25,40,24
20031129,34,15,47,3,46,39
20031126,26,39,13,7,28,42
20031126,8,47,22,14,33,5
20031122,15,40,26,32,29,16
20031122,13,9,20,28,10,35
20031119,41,24,34,6,8,38
20031119,38,33,5,16,28,21
20031115,8,48,6,14,13,23
20031115,27,17,10,18,32,4
20031112,31,40,29,21,30,22
20031112,27,4,46,14,6,29
20031108,19,33,48,28,49,5
20031108,20,23,31,22,35,28
20031105,48,49,17,27,28,30
20031105,49,48,33,47,12,30
20031101,7,9,40,36,24,32
20031101,26,38,28,20,27,6
20031029,7,17,34,19,27,47
20031029,14,7,31,10,4,28
20031025,28,11,43,4,3,36
20031025,10,34,12,27,28,46
20031022,6,43,27,15,22,7
20031022,17,7,34,9,8,49
20031018,8,39,41,27,33,13
20031018,6,13,40,30,11,18
20031015,12,2,31,17,48,44
20031015,18,7,44,49,25,29
20031011,38,17,35,10,48,29
20031011,32,27,14,2,25,18
20031008,18,42,23,7,14,25
20031008,6,34,2,12,4,24
20031004,7,48,40,44,45,37
20031004,31,32,10,38,6,33
20031001,40,5,17,43,29,30
20031001,49,23,1,7,17,35
20030927,33,34,5,25,6,2
20030927,12,40,8,29,49,3
20030924,10,33,18,19,13,6
20030924,11,36,33,6,17,28
20030920,5,46,26,33,35,36
20030920,25,1,48,20,12,43
20030917,8,48,3,29,23,7
20030917,15,13,7,20,21,48
20030913,22,11,42,19,43,16
20030913,38,41,26,33,43,27
20030910,44,49,27,13,23,41
20030910,37,31,15,24,44,48
20030906,37,44,27,9,10,31
20030906,2,1,20,49,47,18
20030903,23,24,26,41,40,32
20030903,15,42,13,17,16,6
20030830,39,24,44,17,11,48
20030830,25,2,32,18,11,49
20030827,10,31,7,38,28,1
20030827,3,42,33,31,26,45
20030823,49,12,17,10,26,42
20030823,32,11,43,25,9,34
20030820,38,1,34,5,10,45
20030820,34,8,4,44,23,20
20030816,5,46,37,27,33,49
20030816,7,38,10,20,11,6
20030813,32,23,7,29,10,42
20030813,12,37,45,28,1,17
20030809,8,40,10,34,24,7
20030809,39,3,19,30,21,32
20030806,3,26,35,34,1,39
20030806,31,16,28,36,29,19
20030802,12,24,38,18,2,40
20030802,3,20,9,19,17,10
20030730,10,15,20,1,7,47
20030730,18,1,14,42,4,44
20030726,35,33,38,25,47,12
20030726,41,5,35,42,16,14
20030723,33,11,41,15,14,25
20030723,6,46,5,38,9,1
20030719,37,35,39,44,10,5
20030719,8,13,4,10,20,41
20030716,10,3,26,23,27,13
20030716,21,13,22,34,5,32
20030712,10,20,1,24,23,31
20030712,18,35,46,44,36,34
20030709,18,4,30,17,21,41
20030709,6,36,5,13,41,44
20030705,21,8,47,13,16,24
20030705,31,48,35,43,49,17
20030702,34,10,36,35,18,16
20030702,41,39,40,11,22,4
20030628,7,24,12,25,15,27
20030628,47,46,34,11,12,33
20030625,48,34,45,42,7,16
20030625,25,27,33,13,42,41
20030621,46,26,36,31,29,34
20030621,14,26,47,15,33,11
20030618,15,46,28,33,23,40
20030618,27,29,19,42,32,44
20030614,2,46,28,49,35,12
20030614,48,44,3,18,4,31
20030611,38,18,28,14,10,27
20030611,20,9,16,19,22,18
20030607,23,16,12,6,37,11
20030607,13,25,12,40,22,36
20030604,3,30,18,34,38,28
20030604,34,30,45,43,24,13
20030531,17,39,22,41,9,19
20030531,27,9,30,24,12,22
20030528,4,15,19,35,3,16
20030528,38,43,32,49,2,20
20030524,37,23,42,47,10,18
20030524,20,22,41,6,13,1
20030521,24,8,45,17,27,42
20030521,31,4,6,46,32,36
20030517,42,27,39,47,11,46
20030517,28,37,42,17,46,4
20030514,41,47,10,2,48,33
20030514,46,9,44,14,24,5
20030510,44,30,1,12,10,7
20030510,44,29,34,37,40,48
20030507,40,49,34,9,23,12
20030507,36,7,17,43,47,11
20030503,15,25,3,7,40,47
20030503,6,10,20,17,30,16
20030430,9,5,47,6,16,39
20030430,38,1,6,4,49,37
20030426,38,24,48,14,13,36
20030426,44,45,49,29,20,9
20030423,40,30,34,29,26,33
20030423,45,5,24,35,42,1
20030419,1,9,23,5,31,27
20030419,21,4,41,26,49,11
20030416,42,15,49,6,4,46
20030416,44,2,12,14,16,41
20030412,34,17,13,41,40,8
20030412,13,35,6,42,37,36
20030409,41,15,37,24,46,38
20030409,24,48,45,7,13,4
20030405,18,37,25,47,17,7
20030405,9,32,4,6,12,1
20030402,27,24,19,41,5,43
20030402,37,13,47,26,44,19
20030329,45,27,32,48,33,21
20030329,39,36,18,14,37,22
20030326,15,10,5,29,48,2
20030326,29,2,23,22,42,46
20030322,7,8,34,41,19,31
20030322,42,33,9,37,27,28
20030319,48,23,34,2,21,39
20030319,40,49,36,44,2,8
20030315,46,6,14,4,31,29
20030315,26,16,21,49,46,9
20030312,35,21,42,36,3,40
20030312,11,26,32,4,47,36
20030308,9,14,11,17,30,21
20030308,6,44,49,46,30,34
20030305,21,12,17,37,27,30
20030305,33,27,9,21,49,25
20030301,11,47,13,40,45,18
20030301,1,8,44,39,33,47
20030226,42,6,19,34,16,33
20030226,23,40,13,7,22,36
20030222,27,18,11,6,2,13
20030222,27,36,9,46,44,45
20030219,1,35,32,8,33,46
20030219,16,40,31,20,35,4
20030215,12,48,22,18,19,42
20030215,49,26,31,28,11,19
20030212,1,2,39,24,20,7
20030212,41,12,31,28,16,18
20030208,45,39,34,28,48,42
20030208,31,36,12,26,18,1
20030205,26,30,27,35,47,3
20030205,38,20,10,19,49,39
20030201,15,46,42,34,8,10
20030201,43,17,45,14,38,35
20030129,19,32,40,30,35,4
20030129,37,48,34,40,3,46
20030125,38,8,42,47,1,12
20030125,20,25,46,34,17,28
20030122,45,26,29,49,1,35
20030122,28,15,27,26,46,22
20030118,49,14,29,4,15,18
20030118,49,37,20,44,5,7
20030115,10,36,37,3,15,41
20030115,16,12,1,5,28,9
20030111,22,13,39,35,6,21
20030111,43,6,35,27,48,46
20030108,11,32,16,42,49,48
20030108,34,12,24,33,28,10
20030104,26,46,47,39,40,23
20030104,17,37,18,42,36,22
20030101,5,18,43,17,10,40
20030101,42,20,9,23,17,41
20021228,13,29,1,31,37,35
20021228,45,12,17,46,16,8
20021225,42,37,19,15,28,38
20021225,13,48,45,2,40,4
20021221,15,23,21,1,13,29
20021221,32,20,9,12,46,8
20021218,24,49,6,9,38,44
20021218,40,1,49,37,43,13
20021214,24,15,11,28,6,43
20021214,11,23,43,31,26,19
20021211,20,31,30,9,4,40
20021211,4,18,11,46,24,40
20021207,25,19,18,24,48,17
20021207,22,16,1,2,8,13
20021204,25,20,12,26,14,33
20021204,32,14,23,22,2,45
20021130,7,30,28,41,15,42
20021130,45,40,7,2,17,47
20021127,5,22,38,1,29,41
20021127,42,24,9,20,17,5
20021123,14,11,43,40,32,31
20021123,14,18,46,35,33,27
20021120,16,41,40,22,13,5
20021120,20,13,22,19,37,40
20021116,26,27,20,8,18,11
20021116,49,43,9,28,6,16
20021113,40,33,12,27,5,37
20021113,30,44,12,29,33,20
20021109,16,14,7,25,21,45
20021109,28,26,4,14,49,15
20021106,46,45,44,3,10,41
20021106,30,28,29,31,10,38
20021102,15,24,44,16,45,14
20021102,39,49,29,9,12,28
20021030,6,42,20,27,1,18
20021030,28,47,22,11,26,4
20021026,47,24,9,19,36,29
20021026,31,46,20,16,7,39
20021023,17,20,36,6,42,24
20021023,22,4,13,5,20,25
20021019,8,3,17,7,18,30
20021019,48,21,49,3,14,24
20021016,33,39,36,14,44,15
20021016,9,39,43,4,21,49
20021012,29,15,20,23,39,12
20021012,43,42,47,15,31,30
20021009,39,38,33,8,42,11
20021009,38,16,8,29,24,27
20021005,48,19,41,34,14,10
20021005,29,42,36,12,47,16
20021002,16,39,21,41,24,48
20021002,34,31,49,27,24,32
20020928,49,19,20,31,9,37
20020928,6,49,36,13,8,31
20020925,36,5,26,20,4,40
20020925,10,5,19,6,24,30
20020921,48,21,25,1,15,9
20020921,9,15,45,37,17,2
20020918,14,22,49,15,12,19
20020918,21,42,38,17,7,1
20020914,4,19,12,23,37,17
20020914,3,2,33,49,32,40
20020911,38,7,47,43,41,29
20020911,45,37,32,29,15,46
20020907,11,20,44,43,22,32
20020907,4,36,28,20,42,45
20020904,26,8,36,40,5,29
20020904,7,22,45,16,13,2
20020831,45,12,14,32,46,9
20020831,21,28,45,16,34,31
20020828,34,27,30,11,5,44
20020828,8,14,2,1,12,48
20020824,1,8,28,34,45,32
20020824,46,2,26,37,16,19
20020821,23,24,39,47,9,41
20020821,19,46,1,8,29,40
20020817,15,26,28,32,30,33
20020817,42,35,30,2,36,44
20020814,7,47,48,26,9,18
20020814,6,24,35,11,13,7
20020810,13,34,11,49,45,28
20020810,6,47,30,10,41,4
20020807,43,32,29,7,19,8
20020807,7,22,20,13,49,24
20020803,21,18,40,31,45,43
20020803,45,1,25,30,48,28
20020731,38,45,31,42,21,44
20020731,17,6,39,11,16,22
20020727,42,45,47,9,18,28
20020727,29,33,19,46,44,11
20020724,19,33,6,18,16,48
20020724,24,7,49,19,21,11
20020720,9,13,47,38,16,10
20020720,12,48,20,25,10,11
20020717,12,7,23,25,32,49
20020717,7,3,28,22,44,16
20020713,13,46,29,43,45,49
20020713,25,4,41,2,22,15
20020710,2,34,16,40,8,15
20020710,7,38,8,11,26,37
20020706,10,29,22,2,35,48
20020706,15,9,17,34,27,7
20020703,40,22,32,13,19,11
20020703,33,31,19,9,1,2
20020629,25,2,44,12,13,35
20020629,34,38,39,45,9,15
20020626,38,25,12,20,43,34
20020626,3,9,37,19,10,12
20020622,25,2,10,26,23,47
20020622,37,13,7,31,35,9
20020619,14,36,13,27,17,19
20020619,32,34,2,7,29,41
20020615,40,42,45,33,28,21
20020615,21,30,34,2,42,15
20020612,35,21,37,27,43,42
20020612,29,36,1,2,35,48
20020608,35,13,26,11,5,8
20020608,34,42,49,1,19,7
20020605,34,12,20,8,13,15
20020605,32,12,8,34,28,36
20020601,46,5,40,1,47,33
20020601,38,1,28,8,19,45
20020529,5,10,8,9,11,39
20020529,21,5,39,32,38,22
20020525,38,31,5,4,20,34
20020525,6,8,32,27,29,18
20020522,39,31,9,36,22,46
20020522,34,19,42,49,46,41
20020518,25,34,1,46,6,41
20020518,11,48,30,13,31,32
20020515,47,36,45,22,39,3
20020515,32,18,39,22,30,12
20020511,14,22,35,46,23,12
20020511,23,38,44,48,47,40
20020508,8,42,44,32,22,41
20020508,35,10,31,23,6,14
20020504,39,31,15,5,34,20
20020504,22,13,38,7,46,19
20020501,11,39,4,34,16,46
20020501,12,38,17,16,18,5
20020427,12,29,2,16,4,33
20020427,12,44,24,37,20,10
20020424,44,13,32,16,49,23
20020424,36,25,10,26,41,39
20020420,33,3,20,41,11,25
20020420,46,34,11,20,16,39
20020417,15,27,6,33,26,23
20020417,15,31,11,7,27,28
20020413,34,15,8,18,22,23
20020413,12,24,30,1,38,2
20020410,27,9,36,22,46,20
20020410,4,13,12,47,35,21
20020406,15,10,2,8,13,25
20020406,16,25,19,9,4,34
20020403,36,24,33,38,15,25
20020403,15,38,29,18,43,36
20020330,10,2,1,4,9,22
20020330,48,25,40,13,24,4
20020327,23,32,19,16,26,47
20020327,47,35,21,30,49,12
20020323,10,8,42,3,46,1
20020323,2,47,39,13,36,12
20020320,43,48,38,14,49,9
20020320,14,17,27,16,37,8
20020316,31,33,26,40,3,18
20020316,12,34,39,17,40,44
20020313,39,18,42,11,8,22
20020313,26,21,45,25,6,33
20020309,8,21,25,48,34,39
20020309,22,30,38,15,25,48
20020306,34,49,9,17,22,18
20020306,16,3,1,33,10,19
20020302,32,29,49,23,45,30
20020302,10,39,1,37,40,29
20020227,18,4,37,42,46,14
20020227,43,29,45,6,32,25
20020223,39,20,11,23,3,32
20020223,3,49,17,43,11,2
20020220,16,2,24,4,45,37
20020220,6,46,4,19,8,40
20020216,35,47,31,42,4,17
20020216,47,21,23,7,37,35
20020213,2,39,23,38,17,37
20020213,44,12,37,31,24,45
20020209,9,7,3,31,4,6
20020209,41,4,46,31,32,29
20020206,2,45,12,43,38,30
20020206,33,18,14,10,7,36
20020202,47,19,4,10,30,36
20020202,48,14,5,45,6,42
20020130,14,10,26,21,19,37
20020130,25,5,46,22,21,33
20020126,18,24,7,41,27,44
20020126,23,40,33,10,14,4
20020123,34,44,4,43,45,9
20020123,5,32,19,45,34,36
20020119,29,1,27,45,17,21
20020119,46,3,17,44,25,2
20020116,35,26,18,14,17,5
20020116,13,26,48,41,30,37
20020112,20,29,31,48,17,16
20020112,42,12,3,45,26,2
20020109,21,10,44,7,5,22
20020109,8,12,48,19,2,46
20020105,3,19,27,16,24,26
20020105,9,34,13,25,7,28
20020102,9,16,34,17,36,33
20020102,5,39,7,28,18,24
20011229,17,40,28,37,44,15
20011229,37,24,44,35,46,17
20011226,40,1,36,41,28,25
20011226,8,7,37,34,44,32
20011222,31,36,38,22,2,40
20011222,13,21,36,23,16,43
20011219,49,20,35,16,47,36
20011219,48,1,5,9,24,29
20011215,16,14,11,40,27,47
20011215,26,21,45,24,2,1
20011212,5,35,44,17,37,15
20011212,28,2,19,43,41,22
20011208,42,17,34,14,48,3
20011208,45,9,41,6,39,5
20011205,35,36,19,28,7,10
20011205,8,37,49,29,24,14
20011201,19,1,25,20,22,48
20011201,38,39,26,41,45,20
20011128,36,25,31,29,32,17
20011128,23,21,7,11,31,29
20011124,24,16,27,1,37,13
20011124,41,27,9,8,32,39
20011121,33,47,16,42,37,41
20011121,35,4,5,49,3,46
20011117,28,36,31,34,7,40
20011117,4,6,10,39,31,23
20011114,6,44,9,45,37,27
20011114,5,45,34,31,28,3
20011110,1,27,18,26,16,24
20011110,34,41,11,44,5,28
20011107,19,32,40,20,37,9
20011107,31,24,22,46,35,29
20011103,8,25,36,12,22,42
20011103,5,10,9,30,42,36
20011031,11,28,32,40,38,34
20011031,45,9,25,29,47,49
20011027,6,2,27,46,10,4
20011027,37,32,28,6,26,2
20011024,34,1,45,39,35,32
20011024,15,35,6,4,11,13
20011020,35,24,3,38,23,12
20011020,44,36,30,24,23,11
20011017,8,17,26,35,44,27
20011017,43,12,4,9,18,40
20011013,37,2,36,28,33,49
20011013,1,30,21,12,20,10
20011010,17,38,1,48,23,46
20011010,19,14,26,16,22,24
20011006,6,20,27,39,4,37
20011006,41,38,36,30,27,39
20011003,5,49,12,22,10,4
20011003,44,32,33,42,43,17
20010929,48,14,23,38,39,32
20010929,27,49,22,3,18,39
20010926,1,26,10,41,30,18
20010926,39,19,45,30,35,46
20010922,39,16,17,37,27,20
20010922,38,40,24,35,48,19
20010919,37,10,31,13,32,2
20010919,12,6,35,42,34,10
20010915,46,37,47,22,6,44
20010915,22,30,48,13,20,36
20010912,46,47,15,30,43,31
20010912,34,35,13,23,12,7
20010908,45,49,44,9,16,6
20010908,15,25,2,48,38,1
20010905,15,7,31,11,27,41
20010905,48,39,19,47,23,14
20010901,2,43,20,27,3,17
20010901,32,31,16,36,30,33
20010829,31,48,23,15,37,10
20010829,30,35,27,39,8,13
20010825,36,34,7,29,31,44
20010825,25,36,4,1,47,42
20010822,18,19,36,13,6,16
20010822,15,9,24,25,36,16
20010818,21,19,24,27,2,16
20010818,46,6,25,32,7,16
20010815,32,3,49,22,29,33
20010815,34,39,37,36,19,18
20010811,27,34,10,37,45,35
20010811,6,43,45,41,10,3
20010808,18,6,27,38,49,21
20010808,15,7,13,20,24,6
20010804,46,23,1,36,15,13
20010804,30,10,32,49,42,41
20010801,4,6,19,13,30,22
20010801,23,40,20,9,19,47
20010728,10,20,39,2,5,17
20010728,35,15,23,6,20,30
20010725,7,44,2,17,15,40
20010725,14,2,6,37,1,25
20010721,37,3,43,47,23,40
20010721,9,10,41,29,3,6
20010718,40,48,17,29,23,36
20010718,25,9,21,13,29,42
20010714,39,31,41,36,22,28
20010714,40,41,16,44,3,5
20010711,29,49,23,16,22,7
20010711,49,12,17,47,46,27
20010707,46,21,44,6,38,30
20010707,34,39,9,27,35,41
20010704,19,36,4,5,23,20
20010704,44,4,26,3,9,25
20010630,16,49,25,20,14,32
20010630,30,27,23,11,35,33
20010627,38,37,45,21,31,4
20010627,14,43,49,12,5,46
20010623,32,27,9,4,22,37
20010623,4,11,12,10,41,47
20010620,27,16,30,36,10,31
20010620,36,3,1,23,8,42
20010616,4,18,20,15,47,46
20010616,46,16,23,27,14,5
20010613,26,31,27,29,43,41
20010613,20,32,1,22,35,11
20010609,5,30,33,21,3,19
20010609,11,49,48,15,6,43
20010606,11,39,2,48,3,46
20010606,18,36,46,28,5,45
20010602,30,32,10,41,8,23
20010602,4,18,30,19,45,2
20010530,14,33,21,3,8,43
20010530,19,17,32,28,23,25
20010526,34,21,35,5,47,38
20010526,11,41,45,8,37,31
20010523,5,49,44,9,13,34
20010523,6,25,16,21,38,46
20010519,8,40,16,46,23,34
20010519,23,11,36,32,42,1
20010516,31,39,42,30,4,25
20010516,23,2,27,18,48,47
20010512,38,43,12,37,22,45
20010512,21,27,1,8,33,14
20010509,12,48,18,23,42,14
20010509,34,38,10,2,24,37
20010505,36,2,12,17,7,33
20010505,29,49,33,28,10,45
20010502,30,41,49,23,24,46
20010502,4,7,18,15,44,23
20010428,34,39,30,8,42,44
20010428,9,14,30,20,26,22
20010425,6,49,10,46,33,36
20010425,48,41,49,43,42,12
20010421,31,43,26,15,6,4
20010421,33,27,13,30,14,24
20010418,20,29,27,48,10,1
20010418,12,20,24,29,48,40
20010414,39,10,43,47,2,8
20010414,19,17,20,2,26,23
20010411,35,9,29,40,38,48
20010411,45,48,41,29,32,16
20010407,11,42,15,34,13,39
20010407,35,2,24,27,5,26
20010404,16,2,43,42,9,39
20010404,40,33,47,23,16,3
20010331,18,8,17,41,21,5
20010331,20,33,42,44,1,6
20010328,14,30,20,46,31,10
20010328,31,8,24,45,36,7
20010324,32,12,7,10,34,22
20010324,49,35,48,9,44,45
20010321,3,13,16,46,23,6
20010321,20,3,42,23,2,36
20010317,39,22,29,3,33,37
20010317,28,47,16,49,29,7
20010314,31,29,4,15,47,17
20010314,40,34,36,6,42,24
20010310,32,14,27,22,12,26
20010310,2,37,46,42,27,8
20010307,26,28,42,9,40,5
20010307,11,1,6,27,14,13
20010303,35,26,46,24,22,32
20010303,25,34,36,1,4,42
20010228,1,25,11,24,41,46
20010228,21,15,12,36,41,33
20010224,49,18,23,31,14,47
20010224,16,35,28,25,18,40
20010221,39,11,12,10,5,43
20010221,6,46,32,20,8,30
20010217,28,11,40,18,48,1
20010217,28,35,46,1,22,24
20010214,46,23,38,48,19,41
20010214,4,27,23,3,48,38
20010210,23,42,20,46,11,6
20010210,43,14,26,7,17,35
20010207,32,16,9,10,34,49
20010207,33,45,48,40,36,17
20010203,15,11,38,9,49,33
20010203,43,19,15,32,1,13
20010131,29,33,43,27,44,26
20010131,47,1,39,37,5,28
20010127,10,2,18,48,42,36
20010127,11,32,46,28,1,43
20010124,20,33,46,17,1,7
20010124,49,36,25,18,44,5
20010120,12,32,16,14,45,41
20010120,11,40,6,39,30,17
20010117,32,43,49,15,36,42
20010117,18,21,27,1,37,3
20010113,3,46,45,28,18,2
20010113,22,23,42,43,28,29
20010110,22,25,19,11,20,39
20010110,27,2,48,47,35,1
20010106,45,29,19,26,9,12
20010106,45,19,34,26,16,8
20010103,30,35,1,44,49,26
20010103,35,23,43,37,17,47
20001230,1,13,6,33,22,7
20001230,18,22,29,49,21,40
20001227,31,26,10,15,37,18
20001227,3,31,13,39,44,17
20001223,35,15,47,49,9,4
20001223,30,19,39,31,8,20
20001220,36,28,21,24,7,11
20001220,1,35,41,40,9,31
20001216,35,41,32,11,33,18
20001216,41,34,20,8,48,16
20001213,7,34,27,47,2,36
20001213,21,24,29,4,44,48
20001209,38,32,18,42,35,11
20001209,21,18,19,49,44,35
20001206,13,2,21,22,18,32
20001206,22,23,1,31,4,24
20001202,15,11,34,23,33,37
20001202,9,48,1,15,44,45
20001129,3,17,15,30,10,2
20001129,1,31,46,2,14,23
20001125,3,31,27,23,49,39
20001125,46,2,5,15,16,11
20001122,22,45,14,46,32,12
20001122,45,11,25,31,14,23
20001118,35,25,39,46,38,37
20001118,36,9,17,16,25,6
20001115,10,31,12,8,48,42
20001115,7,2,46,34,3,47
20001111,27,20,22,2,47,45
20001111,16,44,31,38,14,4
20001108,43,28,20,30,26,24
20001108,27,1,3,23,33,43
20001104,41,16,22,8,24,9
20001104,37,23,1,30,34,17
20001101,15,16,10,23,30,48
20001101,17,32,24,48,26,37
20001028,6,23,7,28,24,25
20001028,3,31,34,4,26,13
20001025,20,29,34,36,16,13
20001025,17,33,5,46,8,4
20001021,29,21,45,20,13,4
20001021,43,28,37,19,42,41
20001018,45,41,34,19,8,33
20001018,18,38,19,22,23,43
20001014,42,36,13,30,5,49
20001014,29,27,17,11,18,9
20001011,24,48,44,12,39,17
20001011,9,42,40,31,44,33
20001007,45,33,24,17,10,4
20001007,18,46,48,32,30,31
20001004,44,30,47,9,11,5
20001004,43,8,13,16,1,17
20000930,37,16,24,32,13,36
20000930,16,12,14,4,5,21
20000927,2,38,22,46,33,19
20000927,12,19,23,15,37,28
20000923,24,34,35,27,42,32
20000923,28,9,13,18,42,46
20000920,35,40,4,33,29,17
20000920,13,45,32,46,8,49
20000916,48,9,7,35,23,11
20000916,39,23,48,2,9,17
20000913,10,26,31,34,41,46
20000913,34,31,20,22,14,23
20000909,14,49,17,16,48,40
20000909,5,24,19,18,45,36
20000906,14,42,4,47,29,41
20000906,19,25,41,23,16,2
20000902,23,19,11,41,40,6
20000902,6,3,20,41,26,44
20000830,10,9,13,19,34,32
20000830,7,2,1,20,37,21
20000826,45,49,30,37,11,36
20000826,47,18,12,33,34,48
20000823,41,44,27,37,29,46
20000823,41,6,18,13,17,12
20000819,2,45,49,22,3,29
20000819,40,9,43,7,6,1
20000816,33,2,28,8,14,38
20000816,40,5,36,35,30,18
20000812,15,43,22,19,23,2
20000812,47,34,49,42,35,40
20000809,8,1,16,26,45,9
20000809,9,38,39,34,49,33
20000805,27,24,5,33,29,9
20000805,34,49,7,19,38,36
20000802,14,28,17,46,34,29
20000802,4,49,27,41,18,14
20000729,23,13,36,17,37,16
20000729,7,8,10,27,46,38
20000726,30,10,27,1,3,15
20000726,44,16,9,45,7,20
20000722,44,36,45,28,37,25
20000722,29,2,11,6,12,22
20000719,25,30,1,44,23,26
20000719,41,4,47,44,42,16
20000715,10,37,22,29,46,9
20000715,40,43,9,2,1,26
20000712,45,41,2,9,12,32
20000712,10,44,20,47,13,48
20000708,19,40,6,46,34,27
20000708,36,44,32,34,17,35
20000705,37,3,24,41,40,32
20000705,39,8,35,44,33,40
20000701,44,24,4,14,38,22
20000701,2,17,8,9,34,40
20000628,22,20,10,4,25,2
20000628,31,12,30,22,28,2
20000624,22,3,38,21,49,30
20000624,30,29,24,13,2,33
20000621,17,47,2,21,33,9
20000621,28,37,1,22,13,12
20000617,48,41,44,29,4,5
20000617,2,4,25,9,23,33
20000614,38,24,39,16,17,9
20000614,34,39,15,25,37,33
20000610,39,42,5,3,33,11
