date_de_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
31/08/2020,7,16,17,4,11,10
29/08/2020,23,15,38,21,39,4
26/08/2020,13,45,4,40,31,3
24/08/2020,28,18,22,37,19,2
22/08/2020,7,11,5,32,33,5
19/08/2020,35,11,13,4,34,1
17/08/2020,6,1,39,48,40,6
15/08/2020,5,41,3,42,15,7
12/08/2020,17,47,30,3,44,3
10/08/2020,28,38,2,1,11,6
08/08/2020,35,42,49,4,6,9
05/08/2020,46,32,22,15,17,8
03/08/2020,43,48,42,23,30,7
01/08/2020,17,18,25,38,9,9
29/07/2020,47,46,7,19,39,5
27/07/2020,19,24,45,15,25,3
25/07/2020,18,10,6,15,48,4
22/07/2020,4,28,38,20,18,1
20/07/2020,8,42,22,28,26,2
18/07/2020,11,42,22,34,43,4
15/07/2020,6,12,4,35,44,3
13/07/2020,24,3,35,46,2,8
11/07/2020,32,6,35,28,40,7
08/07/2020,30,48,37,9,26,8
06/07/2020,2,11,42,30,35,6
04/07/2020,23,13,27,44,36,6
01/07/2020,44,47,5,13,14,8
29/06/2020,21,29,20,47,46,7
27/06/2020,1,39,2,6,27,4
24/06/2020,36,8,31,34,17,7
22/06/2020,9,36,5,21,39,5
20/06/2020,8,24,33,38,14,5
17/06/2020,26,13,10,20,46,1
15/06/2020,22,49,26,2,47,2
13/06/2020,25,32,6,5,28,4
10/06/2020,47,36,20,11,9,2
08/06/2020,8,22,26,46,2,1
06/06/2020,14,7,43,44,29,5
03/06/2020,12,13,26,44,16,6
01/06/2020,24,26,2,36,32,7
30/05/2020,5,14,42,44,16,9
27/05/2020,29,6,12,44,31,6
25/05/2020,9,26,30,42,36,4
23/05/2020,22,28,3,23,29,2
20/05/2020,45,14,39,20,47,8
18/05/2020,20,30,35,14,10,9
16/05/2020,26,27,41,46,19,4
13/05/2020,43,4,17,38,49,8
11/05/2020,34,5,33,3,17,10
09/05/2020,48,39,29,47,35,7
06/05/2020,48,36,14,15,10,3
04/05/2020,39,8,9,33,15,10
02/05/2020,43,22,12,30,9,4
29/04/2020,25,29,47,5,7,1
27/04/2020,41,11,19,29,14,9
25/04/2020,49,6,24,13,10,3
22/04/2020,28,30,43,40,41,7
20/04/2020,37,5,9,7,41,6
18/04/2020,45,1,33,47,27,8
15/04/2020,16,1,31,48,3,6
13/04/2020,42,1,19,23,17,9
11/04/2020,8,43,1,48,41,7
08/04/2020,16,9,19,26,6,9
06/04/2020,23,29,18,35,7,4
04/04/2020,40,2,35,39,42,9
01/04/2020,41,48,42,28,3,6
30/03/2020,21,37,12,17,23,7
28/03/2020,35,23,26,32,22,5
25/03/2020,40,45,24,32,34,1
23/03/2020,28,49,5,48,21,2
21/03/2020,16,37,8,7,42,8
18/03/2020,48,10,46,28,29,9
16/03/2020,44,16,4,40,23,3
14/03/2020,28,41,38,31,43,10
11/03/2020,38,45,5,14,46,1
09/03/2020,26,41,5,33,42,7
07/03/2020,5,35,37,4,24,2
04/03/2020,10,17,33,30,49,4
02/03/2020,42,26,21,39,40,5
29/02/2020,37,24,19,10,5,6
26/02/2020,20,6,30,32,45,4
24/02/2020,20,15,27,9,47,7
22/02/2020,4,39,26,5,24,4
19/02/2020,40,16,21,41,46,2
17/02/2020,44,39,7,41,19,1
15/02/2020,48,4,25,5,45,7
12/02/2020,47,38,17,30,43,5
10/02/2020,15,49,37,25,38,8
08/02/2020,47,31,12,45,7,10
05/02/2020,30,21,6,11,29,4
03/02/2020,49,20,7,31,33,4
01/02/2020,36,25,22,21,16,9
29/01/2020,31,30,6,14,45,8
27/01/2020,27,12,10,7,41,1
25/01/2020,36,17,30,7,11,5
22/01/2020,25,28,42,26,12,10
20/01/2020,13,38,31,30,26,1
18/01/2020,12,1,33,13,2,9
15/01/2020,35,19,8,22,46,2
13/01/2020,16,11,25,32,14,9
11/01/2020,48,14,2,23,13,3
08/01/2020,17,44,29,16,37,8
06/01/2020,49,10,19,26,30,3
04/01/2020,22,9,43,31,34,5
01/01/2020,11,7,32,24,4,10
30/12/2019,12,38,34,32,48,6
28/12/2019,24,48,49,18,8,8
25/12/2019,36,40,45,24,15,9
23/12/2019,37,36,32,20,7,2
21/12/2019,48,23,27,19,22,2
18/12/2019,23,6,17,5,7,9
16/12/2019,38,26,39,35,10,6
14/12/2019,3,48,17,4,38,9
11/12/2019,25,33,48,1,40,8
09/12/2019,1,34,15,24,25,8
07/12/2019,40,29,44,38,10,8
04/12/2019,8,30,26,35,40,2
02/12/2019,39,28,14,11,42,9
30/11/2019,7,25,17,48,16,3
27/11/2019,44,2,15,29,18,4
25/11/2019,44,41,35,33,38,8
23/11/2019,4,27,28,9,22,4
20/11/2019,22,23,7,30,37,3
18/11/2019,31,44,6,15,12,7
16/11/2019,10,49,30,12,29,9
13/11/2019,22,13,10,35,19,1
11/11/2019,28,14,27,13,25,5
09/11/2019,26,24,6,18,29,3
06/11/2019,43,27,23,44,42,10
